"receipt_id","purchase_order_id","product_id","received_quantity","damaged_quantity","receipt_date","received_by","storage_location","quality_check","notes"
284,174,10,132,55,"2021-10-02","Aazim Nadeem","Shelf-5-B","Pass","55 units damaged during transit"
285,174,5,140,0,"2021-10-01","Wadee Awmar","Shelf-18-C","Pass","Received in good condition"
286,174,2,110,0,"2021-10-05","Zaheer Taj","Shelf-19-D","Pass","Received in good condition"
287,174,3,144,0,"2021-10-01","Raakin Uhban","Shelf-37-B","Pass","Received in good condition"
288,178,9,45,13,"2021-11-02","Bazam Zaahid","Shelf-22-B","Pass","13 units damaged during transit"
289,178,7,27,0,"2021-10-31","Majdy Talal","Shelf-2-B","Pass","Received in good condition"
290,178,8,142,0,"2021-10-29","Jalal Fidvi","Shelf-33-C","Pass","Received in good condition"
291,178,3,112,0,"2021-10-30","Ayamin Zafrul","Shelf-48-C","Pass","Received in good condition"
292,178,10,238,0,"2021-11-02","Kamal Saad","Shelf-36-B","Pass","Received in good condition"
293,178,7,30,0,"2021-11-01","Birousk Tahawwur","Shelf-2-A","Pass","Received in good condition"
294,178,8,76,22,"2021-11-01","Adil Luqmaan","Shelf-33-D","Fail","22 units damaged during transit"
295,182,2,113,0,"2021-11-06","Ghayoor Omair","Shelf-46-A","Pass","Received in good condition"
296,182,4,73,0,"2021-11-06","Daniel Souma","Shelf-48-B","Pass","Received in good condition"
297,182,12,230,0,"2021-11-02","Luqman Ihab","Shelf-40-B","Pass","Received in good condition"
298,185,4,113,0,"2021-10-12","Qudoos Lajlaj","Shelf-13-A","Fail","Received in good condition"
299,193,6,46,0,"2021-11-29","Talal Aazim","Shelf-3-C","Pass","Received in good condition"
300,193,10,181,0,"2021-11-25","Bassam Badr Udeen","Shelf-43-C","Pass","Received in good condition"
301,193,7,34,0,"2021-11-26","Nafis Sadeed","Shelf-3-B","Pass","Received in good condition"
302,193,9,124,0,"2021-11-28","Zahrun Mahmoud","Shelf-33-D","Pass","Received in good condition"
303,194,10,237,0,"2021-12-06","Basir Naail","Shelf-34-D","Pass","Received in good condition"
304,195,12,179,0,"2021-12-10","Aatif Naeem","Shelf-30-A","Pass","Received in good condition"
305,195,5,136,0,"2021-12-08","Qasid Luay","Shelf-24-A","Pass","Received in good condition"
306,195,9,72,0,"2021-12-10","Bashar Omeir","Shelf-50-C","Pass","Received in good condition"
307,195,4,80,0,"2021-12-10","Aadil Mahfuj","Shelf-9-A","Fail","Received in good condition"
308,195,2,174,0,"2021-12-12","Zackariya Radi","Shelf-27-A","Pass","Received in good condition"
309,195,7,39,0,"2021-12-10","Basheer Ibraaheem","Shelf-3-C","Pass","Received in good condition"
310,195,3,148,0,"2021-12-11","Aasim Aazim","Shelf-40-A","Pass","Received in good condition"
311,195,4,77,0,"2021-12-09","Luqmaan Ubadah","Shelf-46-B","Pass","Received in good condition"
312,196,2,127,0,"2021-12-19","Bashaarat Jaabir","Shelf-31-D","Pass","Received in good condition"
313,196,8,119,0,"2021-12-16","Bairbel Waajid","Shelf-10-D","Pass","Received in good condition"
314,196,9,77,0,"2021-12-15","Yashem Omar","Shelf-43-B","Pass","Received in good condition"
315,198,9,59,0,"2021-11-13","Nafees Badr Udeen","Shelf-7-C","Pass","Received in good condition"
316,198,6,83,0,"2021-11-15","Waheed Ubaid","Shelf-49-D","Pass","Received in good condition"
317,198,1,42,10,"2021-11-14","Qaadir Raashid","Shelf-2-D","Pass","10 units damaged during transit"
318,199,2,99,0,"2021-11-26","Tamanna Raashid","Shelf-47-D","Pass","Received in good condition"
319,199,7,33,0,"2021-11-26","Dameer Zafar","Shelf-21-D","Pass","Received in good condition"
320,199,10,136,0,"2021-11-23","Ihsaan Sabir","Shelf-13-B","Pass","Received in good condition"
321,199,2,153,0,"2021-11-26","Ulfat Zahri","Shelf-38-C","Pass","Received in good condition"
322,199,2,152,0,"2021-11-27","Zaahid Liyaaqat","Shelf-7-B","Fail","Received in good condition"
323,199,9,79,0,"2021-11-25","Naadir Umar","Shelf-12-A","Pass","Received in good condition"
324,199,1,72,0,"2021-11-25","Wafiq Latif","Shelf-46-C","Pass","Received in good condition"
325,200,5,212,0,"2021-12-16","Kaleem Huzaifa","Shelf-8-A","Fail","Received in good condition"
326,200,1,43,11,"2021-12-17","Chawish Lahiah","Shelf-6-D","Pass","11 units damaged during transit"
327,200,4,63,0,"2021-12-14","Tamam Limazah","Shelf-28-A","Fail","Received in good condition"
328,200,2,100,0,"2021-12-17","Qatadah Fidvi","Shelf-5-D","Pass","Received in good condition"
329,200,12,138,0,"2021-12-17","Vahar Jameel","Shelf-28-D","Pass","Received in good condition"
330,200,7,28,8,"2021-12-16","Aaus Gulshan","Shelf-50-D","Fail","8 units damaged during transit"
331,205,9,115,0,"2021-12-19","Rafiq Qaasim","Shelf-34-D","Pass","Received in good condition"
332,205,1,70,0,"2021-12-20","Zafar Umar","Shelf-29-B","Pass","Received in good condition"
333,205,4,54,9,"2021-12-20","Tajudinn Bashaarat","Shelf-34-D","Pass","9 units damaged during transit"
334,207,2,95,0,"2021-11-24","Saalih Gulshan","Shelf-43-B","Fail","Received in good condition"
335,207,3,80,0,"2021-11-24","Mahmud Eshan","Shelf-38-B","Pass","Received in good condition"
336,207,12,108,0,"2021-11-20","Aabid Ubaid","Shelf-32-C","Pass","Received in good condition"
337,207,4,67,0,"2021-11-23","Dameer Aamirah","Shelf-13-B","Pass","Received in good condition"
338,207,8,195,0,"2021-11-20","Raheel Ilan","Shelf-14-D","Pass","Received in good condition"
339,207,7,22,0,"2021-11-21","Gohar Waahid","Shelf-39-C","Pass","Received in good condition"
340,207,1,28,7,"2021-11-20","Taariq Aasif","Shelf-33-B","Pass","7 units damaged during transit"
341,207,6,105,0,"2021-11-20","Zabir Layth","Shelf-48-B","Pass","Received in good condition"
342,208,4,64,0,"2021-11-25","Man Tahmaseb","Shelf-30-A","Pass","Received in good condition"
343,208,6,40,0,"2021-11-23","Yamar Jameel","Shelf-44-A","Pass","Received in good condition"
344,210,7,23,7,"2021-11-26","Aashir Sabil","Shelf-16-B","Pass","7 units damaged during transit"
345,210,10,157,0,"2021-11-27","Talal Ali","Shelf-49-C","Pass","Received in good condition"
346,210,11,32,12,"2021-11-28","Qadar Maroof","Shelf-9-A","Pass","12 units damaged during transit"
347,210,4,82,0,"2021-11-26","Basheerah Umar","Shelf-38-A","Pass","Received in good condition"
348,210,3,151,0,"2021-11-27","Saahir Man","Shelf-14-C","Pass","Received in good condition"
349,210,9,50,0,"2021-11-27","Aalee Baasit","Shelf-10-D","Pass","Received in good condition"
350,210,5,96,0,"2021-11-26","Uhban Aasim","Shelf-40-C","Pass","Received in good condition"
351,211,2,176,0,"2021-12-01","Kasam Saahir","Shelf-36-B","Pass","Received in good condition"
352,211,1,55,0,"2021-12-03","Zafar Fidvi","Shelf-31-B","Pass","Received in good condition"
353,211,5,173,0,"2021-12-04","Jamaal Najam","Shelf-42-D","Pass","Received in good condition"
354,211,4,82,0,"2021-12-03","Ijli Maheen","Shelf-25-C","Pass","Received in good condition"
355,211,2,68,0,"2021-12-02","Nafees Wafa","Shelf-35-B","Pass","Received in good condition"
356,213,5,92,0,"2022-01-16","Nabigh Jameel","Shelf-7-D","Pass","Received in good condition"
357,213,3,67,0,"2022-01-16","Auraq Kachela","Shelf-45-B","Pass","Received in good condition"
358,213,11,73,0,"2022-01-17","Bairbel Baleegh","Shelf-19-D","Pass","Received in good condition"
359,213,8,86,0,"2022-01-16","Pervaiz Ghafoor","Shelf-24-C","Pass","Received in good condition"
360,213,5,127,0,"2022-01-17","Zahi Kamran","Shelf-26-A","Pass","Received in good condition"
361,213,6,77,13,"2022-01-19","Idrees Baleegh","Shelf-32-B","Pass","13 units damaged during transit"
362,213,11,44,0,"2022-01-17","Ali Maroof","Shelf-19-B","Pass","Received in good condition"
363,213,3,43,17,"2022-01-19","Naail Yadid","Shelf-23-A","Pass","17 units damaged during transit"
364,215,2,63,27,"2022-01-19","Qutub Ghanee","Shelf-31-B","Pass","27 units damaged during transit"
365,215,6,101,0,"2022-01-20","Badawi Awj","Shelf-18-A","Pass","Received in good condition"
366,215,8,118,0,"2022-01-22","Luay Sabur","Shelf-45-C","Pass","Received in good condition"
367,215,12,219,0,"2022-01-19","Ikraam Mahmoud","Shelf-36-B","Pass","Received in good condition"
368,215,12,230,0,"2022-01-18","Zaahid Mahfuj","Shelf-13-B","Pass","Received in good condition"
369,216,8,237,0,"2022-01-02","Awj Ayamin","Shelf-17-A","Pass","Received in good condition"
370,218,7,30,0,"2022-01-06","Ghazanfer Kasam","Shelf-12-D","Pass","Received in good condition"
371,218,10,114,0,"2022-01-04","Ubaidah Sabeeh","Shelf-20-C","Pass","Received in good condition"
372,218,5,176,0,"2022-01-04","Lateef Talhah","Shelf-32-D","Pass","Received in good condition"
373,219,11,67,0,"2022-01-06","Adil Daamin","Shelf-36-D","Pass","Received in good condition"
374,219,1,66,0,"2022-01-08","Saburah Tabassum","Shelf-26-A","Pass","Received in good condition"
375,219,1,60,23,"2022-01-08","Labeeb Zafar","Shelf-37-B","Pass","23 units damaged during transit"
376,219,2,113,0,"2022-01-08","Basheerah Tahaw-wur","Shelf-21-C","Pass","Received in good condition"
377,219,1,50,0,"2022-01-07","Zaahir Zahri","Shelf-36-C","Pass","Received in good condition"
378,220,7,38,0,"2022-01-08","Ghulam Jaabir","Shelf-24-A","Pass","Received in good condition"
379,220,9,71,0,"2022-01-08","Wahban Damurah","Shelf-49-A","Pass","Received in good condition"
380,220,3,107,0,"2022-01-06","Jaafar Naail","Shelf-48-B","Pass","Received in good condition"
381,220,11,62,0,"2022-01-04","Daiyaan Zafir","Shelf-12-C","Pass","Received in good condition"
382,220,12,169,31,"2022-01-06","Maajid Bizhan","Shelf-15-A","Pass","31 units damaged during transit"
383,220,6,74,0,"2022-01-07","Kaleem Rabbani","Shelf-25-B","Pass","Received in good condition"
384,222,3,138,0,"2022-01-23","Naib Rafay","Shelf-24-B","Pass","Received in good condition"
385,222,4,111,0,"2022-01-22","Aatiq Qasif","Shelf-12-C","Pass","Received in good condition"
386,222,2,189,0,"2022-01-22","Qadeer Awani","Shelf-27-A","Pass","Received in good condition"
387,222,6,38,0,"2022-01-20","Rafeeq Zahrun","Shelf-9-A","Pass","Received in good condition"
388,223,5,176,0,"2022-01-07","Bashaar Lutf","Shelf-34-C","Pass","Received in good condition"
