"salary_id","employee_id","month","year","base_salary","house_rent_allowance","medical_allowance","conveyance_allowance","gross_salary","provident_fund","income_tax","other_deductions","total_deductions","net_salary","payment_date","bank_account"
546,1045,6,2023,28837.58,4325.64,1441.88,3077,37682.1,2883.76,0.0,1880,4763.76,32918.34,"2023-06-28","4758-8894-3180-6942"
547,1045,7,2023,28702.41,4305.36,1435.12,4015,38457.89,2870.24,0.0,1007,3877.24,34580.65,"2023-07-26","4758-8894-3180-6942"
548,1045,8,2023,26791.09,4018.66,1339.55,2209,34358.31,2679.11,0.0,947,3626.11,30732.2,"2023-08-28","4758-8894-3180-6942"
549,1045,9,2023,27891.35,4183.7,1394.57,3423,36892.62,2789.14,0.0,1165,3954.14,32938.49,"2023-09-25","4758-8894-3180-6942"
550,1045,10,2023,28775.17,4316.28,1438.76,2275,36805.2,2877.52,0.0,506,3383.52,33421.69,"2023-10-27","4758-8894-3180-6942"
551,1045,11,2023,27416.86,4112.53,1370.84,3425,36325.24,2741.69,0.0,1195,3936.69,32388.55,"2023-11-25","4758-8894-3180-6942"
552,1045,12,2023,28051.15,4207.67,1402.56,4308,37969.39,2805.12,0.0,1893,4698.12,33271.27,"2023-12-26","4758-8894-3180-6942"
553,1047,1,2023,33523.24,5028.49,1676.16,4721,44948.89,3352.32,0.0,1103,4455.32,40493.56,"2023-01-25","8098-4492-2712-6488"
554,1047,2,2023,33378.98,5006.85,1668.95,3590,43644.77,3337.9,0.0,536,3873.9,39770.87,"2023-02-27","8098-4492-2712-6488"
555,1047,3,2023,34014.36,5102.15,1700.72,4369,45186.23,3401.44,0.0,1676,5077.44,40108.79,"2023-03-25","8098-4492-2712-6488"
556,1047,4,2023,32997.23,4949.58,1649.86,3065,42661.67,3299.72,0.0,1250,4549.72,38111.95,"2023-04-28","8098-4492-2712-6488"
557,1047,5,2023,35117.85,5267.68,1755.89,3063,45204.41,3511.78,0.0,650,4161.78,41042.63,"2023-05-25","8098-4492-2712-6488"
558,1047,6,2023,33257.18,4988.58,1662.86,4114,44022.62,3325.72,0.0,1356,4681.72,39340.9,"2023-06-28","8098-4492-2712-6488"
559,1047,7,2023,32684.32,4902.65,1634.22,4390,43611.18,3268.43,0.0,1877,5145.43,38465.75,"2023-07-27","8098-4492-2712-6488"
560,1047,8,2023,32956.15,4943.42,1647.81,3437,42984.38,3295.62,0.0,602,3897.62,39086.77,"2023-08-27","8098-4492-2712-6488"
561,1047,9,2023,34245.28,5136.79,1712.26,2193,43287.33,3424.53,0.0,567,3991.53,39295.8,"2023-09-25","8098-4492-2712-6488"
562,1047,10,2023,32357.73,4853.66,1617.89,2704,41533.27,3235.77,0.0,794,4029.77,37503.5,"2023-10-28","8098-4492-2712-6488"
563,1047,11,2023,33730.6,5059.59,1686.53,3200,43676.73,3373.06,0.0,1809,5182.06,38494.67,"2023-11-27","8098-4492-2712-6488"
564,1047,12,2023,33422.85,5013.43,1671.14,4100,44207.42,3342.28,0.0,1663,5005.28,39202.13,"2023-12-28","8098-4492-2712-6488"
565,1048,1,2023,39640.22,5946.03,1982.01,4840,52408.27,3964.02,0.0,886,4850.02,47558.25,"2023-01-28","5111-8347-5654-7335"
566,1048,2,2023,39004.4,5850.66,1950.22,4609,51414.29,3900.44,0.0,1367,5267.44,46146.85,"2023-02-25","5111-8347-5654-7335"
567,1048,3,2023,42016.73,6302.51,2100.84,4662,55082.07,4201.67,0.0,1634,5835.67,49246.4,"2023-03-25","5111-8347-5654-7335"
568,1048,4,2023,40252.31,6037.85,2012.62,3521,51823.77,4025.23,0.0,1985,6010.23,45813.54,"2023-04-28","5111-8347-5654-7335"
569,1048,5,2023,41201.48,6180.22,2060.07,3009,52450.78,4120.15,0.0,1329,5449.15,47001.63,"2023-05-27","5111-8347-5654-7335"
570,1048,6,2023,40084.78,6012.72,2004.24,3429,51530.73,4008.48,0.0,745,4753.48,46777.25,"2023-06-25","5111-8347-5654-7335"
571,1048,7,2023,41737.93,6260.69,2086.9,2652,52737.52,4173.79,0.0,1990,6163.79,46573.72,"2023-07-26","5111-8347-5654-7335"
572,1048,8,2023,42918.04,6437.71,2145.9,4037,55538.65,4291.8,0.0,1541,5832.8,49705.84,"2023-08-28","5111-8347-5654-7335"
573,1048,9,2023,40693.18,6103.98,2034.66,2269,51100.82,4069.32,0.0,1191,5260.32,45840.5,"2023-09-25","5111-8347-5654-7335"
574,1048,10,2023,40711.06,6106.66,2035.55,3132,51985.27,4071.11,0.0,1506,5577.11,46408.16,"2023-10-28","5111-8347-5654-7335"
575,1048,11,2023,41702.11,6255.32,2085.11,2868,52910.53,4170.21,0.0,840,5010.21,47900.32,"2023-11-26","5111-8347-5654-7335"
576,1048,12,2023,41519.55,6227.93,2075.98,3493,53316.46,4151.95,0.0,1974,6125.95,47190.5,"2023-12-25","5111-8347-5654-7335"
577,1049,1,2023,35289.88,5293.48,1764.49,4516,46863.86,3528.99,0.0,964,4492.99,42370.87,"2023-01-27","1118-8341-5176-3070"
578,1049,2,2023,36815.11,5522.27,1840.76,3260,47438.13,3681.51,0.0,596,4277.51,43160.62,"2023-02-27","1118-8341-5176-3070"
579,1049,3,2023,35277.0,5291.55,1763.85,4324,46656.4,3527.7,0.0,1401,4928.7,41727.7,"2023-03-25","1118-8341-5176-3070"
580,1049,4,2023,36591.75,5488.76,1829.59,3634,47544.1,3659.17,0.0,1087,4746.17,42797.92,"2023-04-28","1118-8341-5176-3070"
581,1049,5,2023,37468.12,5620.22,1873.41,3309,48270.74,3746.81,0.0,1453,5199.81,43070.93,"2023-05-26","1118-8341-5176-3070"
582,1049,6,2023,35671.34,5350.7,1783.57,4916,47721.61,3567.13,0.0,1602,5169.13,42552.47,"2023-06-28","1118-8341-5176-3070"
583,1049,7,2023,37193.53,5579.03,1859.68,4110,48742.23,3719.35,0.0,1586,5305.35,43436.88,"2023-07-26","1118-8341-5176-3070"
584,1049,8,2023,34906.99,5236.05,1745.35,3794,45682.39,3490.7,0.0,1125,4615.7,41066.69,"2023-08-26","1118-8341-5176-3070"
585,1049,9,2023,35690.88,5353.63,1784.54,2726,45555.05,3569.09,0.0,766,4335.09,41219.97,"2023-09-26","1118-8341-5176-3070"
586,1049,10,2023,35704.31,5355.65,1785.22,2783,45628.17,3570.43,0.0,526,4096.43,41531.74,"2023-10-26","1118-8341-5176-3070"
587,1049,11,2023,36243.86,5436.58,1812.19,4402,47894.64,3624.39,0.0,1024,4648.39,43246.25,"2023-11-28","1118-8341-5176-3070"
588,1049,12,2023,35387.74,5308.16,1769.39,2427,44892.29,3538.77,0.0,1293,4831.77,40060.51,"2023-12-25","1118-8341-5176-3070"
589,1050,1,2023,138226.1,20733.91,6911.3,4877,170748.31,13822.61,4411.3,887,19120.91,151627.4,"2023-01-28","8729-8618-2357-7369"
590,1050,2,2023,139009.52,20851.43,6950.48,4116,170927.43,13900.95,4450.48,1217,19568.43,151359.0,"2023-02-27","8729-8618-2357-7369"
591,1050,3,2023,141295.2,21194.28,7064.76,2128,171682.25,14129.52,4564.76,766,19460.28,152221.96,"2023-03-28","8729-8618-2357-7369"
592,1050,4,2023,135301.27,20295.19,6765.06,4253,166614.52,13530.13,4265.06,918,18713.19,147901.33,"2023-04-25","8729-8618-2357-7369"
593,1050,5,2023,142075.43,21311.32,7103.77,4450,174940.52,14207.54,4603.77,1590,20401.32,154539.21,"2023-05-26","8729-8618-2357-7369"
594,1050,6,2023,144356.49,21653.47,7217.82,3578,176805.78,14435.65,4717.82,1933,21086.47,155719.31,"2023-06-25","8729-8618-2357-7369"
595,1050,7,2023,147810.3,22171.54,7390.51,2756,180128.36,14781.03,4890.51,1437,21108.54,159019.81,"2023-07-26","8729-8618-2357-7369"
596,1050,8,2023,147600.65,22140.1,7380.03,4338,181458.79,14760.07,4880.03,512,20152.1,161306.69,"2023-08-26","8729-8618-2357-7369"
597,1050,9,2023,147457.45,22118.62,7372.87,2451,179399.94,14745.75,4872.87,1251,20869.62,158530.32,"2023-09-25","8729-8618-2357-7369"
598,1050,10,2023,135502.43,20325.36,6775.12,2690,165292.91,13550.24,4275.12,983,18808.36,146484.55,"2023-10-25","8729-8618-2357-7369"
599,1050,11,2023,142539.39,21380.91,7126.97,3439,174486.27,14253.94,4626.97,1106,19986.91,154499.36,"2023-11-27","8729-8618-2357-7369"
600,1050,12,2023,138576.01,20786.4,6928.8,3366,169657.21,13857.6,4428.8,1932,20218.4,149438.81,"2023-12-26","8729-8618-2357-7369"
601,1051,1,2023,23254.69,3488.2,1162.73,2923,30828.62,2325.47,0.0,1831,4156.47,26672.15,"2023-01-26","2983-8326-1298-3209"
602,1051,2,2023,22775.16,3416.27,1138.76,2997,30327.19,2277.52,0.0,1538,3815.52,26511.67,"2023-02-27","2983-8326-1298-3209"
603,1051,3,2023,24301.76,3645.26,1215.09,4728,33890.11,2430.18,0.0,571,3001.18,30888.94,"2023-03-28","2983-8326-1298-3209"
604,1051,4,2023,23142.95,3471.44,1157.15,4044,31815.53,2314.29,0.0,617,2931.29,28884.24,"2023-04-28","2983-8326-1298-3209"
605,1051,5,2023,24599.98,3690.0,1230.0,2919,32438.98,2460.0,0.0,1582,4042.0,28396.98,"2023-05-26","2983-8326-1298-3209"
606,1051,6,2023,23387.23,3508.08,1169.36,3487,31551.67,2338.72,0.0,743,3081.72,28469.95,"2023-06-26","2983-8326-1298-3209"
607,1051,7,2023,23009.87,3451.48,1150.49,2505,30116.85,2300.99,0.0,1939,4239.99,25876.86,"2023-07-25","2983-8326-1298-3209"
608,1051,8,2023,23158.66,3473.8,1157.93,2281,30071.39,2315.87,0.0,1244,3559.87,26511.52,"2023-08-25","2983-8326-1298-3209"
609,1051,9,2023,22862.81,3429.42,1143.14,3071,30506.37,2286.28,0.0,1720,4006.28,26500.09,"2023-09-28","2983-8326-1298-3209"
610,1051,10,2023,24368.92,3655.34,1218.45,3855,33097.71,2436.89,0.0,1942,4378.89,28718.81,"2023-10-28","2983-8326-1298-3209"
611,1051,11,2023,23065.84,3459.88,1153.29,4517,32196.01,2306.58,0.0,588,2894.58,29301.42,"2023-11-27","2983-8326-1298-3209"
612,1051,12,2023,22434.64,3365.2,1121.73,4704,31625.57,2243.46,0.0,1607,3850.46,27775.1,"2023-12-28","2983-8326-1298-3209"
613,1052,1,2023,38791.87,5818.78,1939.59,2862,49412.25,3879.19,0.0,1152,5031.19,44381.06,"2023-01-25","6682-3891-5450-8582"
614,1052,2,2023,38512.15,5776.82,1925.61,3331,49545.58,3851.22,0.0,1361,5212.22,44333.37,"2023-02-27","6682-3891-5450-8582"
615,1052,3,2023,40856.91,6128.54,2042.85,2820,51848.3,4085.69,0.0,929,5014.69,46833.61,"2023-03-25","6682-3891-5450-8582"
616,1052,4,2023,41732.37,6259.85,2086.62,4802,54880.84,4173.24,0.0,1812,5985.24,48895.6,"2023-04-27","6682-3891-5450-8582"
617,1052,5,2023,39441.68,5916.25,1972.08,4715,52045.01,3944.17,0.0,1653,5597.17,46447.84,"2023-05-25","6682-3891-5450-8582"
618,1052,6,2023,41304.54,6195.68,2065.23,4104,53669.45,4130.45,0.0,1057,5187.45,48482.0,"2023-06-25","6682-3891-5450-8582"
619,1052,7,2023,41105.68,6165.85,2055.28,2818,52144.82,4110.57,0.0,1144,5254.57,46890.25,"2023-07-25","6682-3891-5450-8582"
620,1052,8,2023,41933.31,6290.0,2096.67,3322,53641.97,4193.33,0.0,957,5150.33,48491.64,"2023-08-26","6682-3891-5450-8582"
621,1052,9,2023,41173.1,6175.97,2058.66,4716,54123.72,4117.31,0.0,849,4966.31,49157.41,"2023-09-25","6682-3891-5450-8582"
622,1052,10,2023,40530.23,6079.54,2026.51,3612,52248.28,4053.02,0.0,1460,5513.02,46735.26,"2023-10-28","6682-3891-5450-8582"
623,1052,11,2023,42095.5,6314.33,2104.78,4484,54998.6,4209.55,0.0,656,4865.55,50133.05,"2023-11-25","6682-3891-5450-8582"
624,1052,12,2023,40942.6,6141.39,2047.13,4480,53611.12,4094.26,0.0,936,5030.26,48580.86,"2023-12-26","6682-3891-5450-8582"
625,1053,1,2023,36750.31,5512.55,1837.52,4651,48751.38,3675.03,0.0,1149,4824.03,43927.35,"2023-01-26","6400-2146-2369-5034"
626,1053,2,2023,35966.73,5395.01,1798.34,4525,47685.08,3596.67,0.0,1462,5058.67,42626.4,"2023-02-28","6400-2146-2369-5034"
627,1053,3,2023,34856.26,5228.44,1742.81,4190,46017.52,3485.63,0.0,811,4296.63,41720.89,"2023-03-25","6400-2146-2369-5034"
628,1053,4,2023,37155.86,5573.38,1857.79,2227,46814.04,3715.59,0.0,570,4285.59,42528.45,"2023-04-25","6400-2146-2369-5034"
629,1053,5,2023,35309.58,5296.44,1765.48,2276,44647.5,3530.96,0.0,894,4424.96,40222.54,"2023-05-27","6400-2146-2369-5034"
630,1053,6,2023,35707.34,5356.1,1785.37,3305,46153.8,3570.73,0.0,1733,5303.73,40850.07,"2023-06-25","6400-2146-2369-5034"
631,1053,7,2023,36219.42,5432.91,1810.97,2826,46289.3,3621.94,0.0,1536,5157.94,41131.36,"2023-07-27","6400-2146-2369-5034"
632,1053,8,2023,36257.42,5438.61,1812.87,2562,46070.9,3625.74,0.0,1904,5529.74,40541.16,"2023-08-25","6400-2146-2369-5034"
633,1053,9,2023,36284.19,5442.63,1814.21,3984,47525.02,3628.42,0.0,1208,4836.42,42688.6,"2023-09-25","6400-2146-2369-5034"
634,1053,10,2023,36963.65,5544.55,1848.18,2530,46886.38,3696.36,0.0,677,4373.36,42513.01,"2023-10-27","6400-2146-2369-5034"
635,1053,11,2023,34339.12,5150.87,1716.96,3712,44918.94,3433.91,0.0,1032,4465.91,40453.03,"2023-11-25","6400-2146-2369-5034"
636,1053,12,2023,36560.09,5484.01,1828.0,2627,46499.11,3656.01,0.0,1191,4847.01,41652.1,"2023-12-28","6400-2146-2369-5034"
637,1054,1,2023,37652.54,5647.88,1882.63,2680,47863.05,3765.25,0.0,745,4510.25,43352.8,"2023-01-25","3505-6720-1814-4828"
638,1054,2,2023,36437.59,5465.64,1821.88,2574,46299.11,3643.76,0.0,1584,5227.76,41071.35,"2023-02-26","3505-6720-1814-4828"
639,1054,3,2023,35334.13,5300.12,1766.71,4975,47375.96,3533.41,0.0,661,4194.41,43181.54,"2023-03-25","3505-6720-1814-4828"
640,1054,4,2023,36724.91,5508.74,1836.25,3894,47963.89,3672.49,0.0,699,4371.49,43592.4,"2023-04-25","3505-6720-1814-4828"
641,1054,5,2023,35255.9,5288.38,1762.79,4376,46683.08,3525.59,0.0,1933,5458.59,41224.49,"2023-05-26","3505-6720-1814-4828"
642,1054,6,2023,34851.42,5227.71,1742.57,3363,45184.7,3485.14,0.0,1419,4904.14,40280.56,"2023-06-27","3505-6720-1814-4828"
643,1054,7,2023,37223.82,5583.57,1861.19,4803,49471.58,3722.38,0.0,838,4560.38,44911.2,"2023-07-26","3505-6720-1814-4828"
644,1054,8,2023,38184.47,5727.67,1909.22,4403,50224.36,3818.45,0.0,1075,4893.45,45330.92,"2023-08-25","3505-6720-1814-4828"
645,1054,9,2023,35667.37,5350.1,1783.37,2227,45027.84,3566.74,0.0,1990,5556.74,39471.1,"2023-09-28","3505-6720-1814-4828"
646,1054,10,2023,35865.54,5379.83,1793.28,3859,46897.65,3586.55,0.0,723,4309.55,42588.1,"2023-10-27","3505-6720-1814-4828"
647,1054,11,2023,35175.8,5276.37,1758.79,3570,45780.96,3517.58,0.0,1390,4907.58,40873.38,"2023-11-26","3505-6720-1814-4828"
648,1054,12,2023,36017.45,5402.62,1800.87,2753,45973.94,3601.75,0.0,782,4383.75,41590.2,"2023-12-25","3505-6720-1814-4828"
649,1055,1,2023,24757.99,3713.7,1237.9,2012,31721.59,2475.8,0.0,995,3470.8,28250.79,"2023-01-25","9908-7403-2315-1916"
650,1055,2,2023,23523.47,3528.52,1176.17,4326,32554.16,2352.35,0.0,743,3095.35,29458.81,"2023-02-27","9908-7403-2315-1916"
651,1055,3,2023,23382.86,3507.43,1169.14,3028,31087.43,2338.29,0.0,1945,4283.29,26804.15,"2023-03-28","9908-7403-2315-1916"
652,1055,4,2023,23445.57,3516.84,1172.28,2132,30266.69,2344.56,0.0,640,2984.56,27282.13,"2023-04-26","9908-7403-2315-1916"
653,1055,5,2023,23666.92,3550.04,1183.35,3405,31805.3,2366.69,0.0,824,3190.69,28614.61,"2023-05-26","9908-7403-2315-1916"
654,1055,6,2023,24140.19,3621.03,1207.01,2342,31310.23,2414.02,0.0,1014,3428.02,27882.21,"2023-06-26","9908-7403-2315-1916"
655,1055,7,2023,24368.95,3655.34,1218.45,3987,33229.74,2436.9,0.0,944,3380.9,29848.85,"2023-07-25","9908-7403-2315-1916"
656,1055,8,2023,23558.5,3533.78,1177.93,2526,30796.2,2355.85,0.0,1956,4311.85,26484.35,"2023-08-27","9908-7403-2315-1916"
657,1055,9,2023,23200.14,3480.02,1160.01,2157,29997.17,2320.01,0.0,659,2979.01,27018.15,"2023-09-25","9908-7403-2315-1916"
658,1055,10,2023,22793.19,3418.98,1139.66,4636,31987.83,2279.32,0.0,923,3202.32,28785.51,"2023-10-27","9908-7403-2315-1916"
659,1055,11,2023,23658.51,3548.78,1182.93,4068,32458.21,2365.85,0.0,635,3000.85,29457.36,"2023-11-25","9908-7403-2315-1916"
660,1055,12,2023,24749.22,3712.38,1237.46,2830,32529.06,2474.92,0.0,1602,4076.92,28452.14,"2023-12-27","9908-7403-2315-1916"
661,1056,1,2023,27096.02,4064.4,1354.8,2284,34799.22,2709.6,0.0,662,3371.6,31427.62,"2023-01-25","7986-1883-7955-3767"
662,1056,2,2023,28990.57,4348.59,1449.53,3143,37931.69,2899.06,0.0,1481,4380.06,33551.63,"2023-02-27","7986-1883-7955-3767"
663,1056,3,2023,28187.97,4228.2,1409.4,3405,37230.56,2818.8,0.0,1103,3921.8,33308.77,"2023-03-26","7986-1883-7955-3767"
664,1056,4,2023,28037.25,4205.59,1401.86,4155,37799.7,2803.73,0.0,1882,4685.73,33113.98,"2023-04-26","7986-1883-7955-3767"
665,1056,5,2023,27124.53,4068.68,1356.23,3253,35802.43,2712.45,0.0,705,3417.45,32384.98,"2023-05-26","7986-1883-7955-3767"
666,1056,6,2023,28580.35,4287.05,1429.02,4829,39125.42,2858.03,0.0,979,3837.03,35288.38,"2023-06-25","7986-1883-7955-3767"
667,1056,7,2023,27931.61,4189.74,1396.58,2656,36173.93,2793.16,0.0,557,3350.16,32823.77,"2023-07-28","7986-1883-7955-3767"
668,1056,8,2023,27696.3,4154.44,1384.81,4627,37862.56,2769.63,0.0,1882,4651.63,33210.93,"2023-08-28","7986-1883-7955-3767"
669,1056,9,2023,29002.65,4350.4,1450.13,4375,39178.19,2900.27,0.0,1842,4742.27,34435.92,"2023-09-27","7986-1883-7955-3767"
670,1056,10,2023,27946.61,4191.99,1397.33,3147,36682.93,2794.66,0.0,1052,3846.66,32836.27,"2023-10-27","7986-1883-7955-3767"
671,1056,11,2023,29302.32,4395.35,1465.12,3931,39093.78,2930.23,0.0,542,3472.23,35621.55,"2023-11-25","7986-1883-7955-3767"
672,1056,12,2023,26961.12,4044.17,1348.06,3152,35505.35,2696.11,0.0,1089,3785.11,31720.24,"2023-12-26","7986-1883-7955-3767"
673,1057,1,2023,29834.57,4475.19,1491.73,4521,40322.48,2983.46,0.0,1179,4162.46,36160.02,"2023-01-26","7520-6274-8768-4995"
674,1057,2,2023,30122.58,4518.39,1506.13,3646,39793.09,3012.26,0.0,1685,4697.26,35095.84,"2023-02-26","7520-6274-8768-4995"
675,1057,3,2023,28644.98,4296.75,1432.25,4831,39204.98,2864.5,0.0,568,3432.5,35772.48,"2023-03-25","7520-6274-8768-4995"
676,1057,4,2023,28059.86,4208.98,1402.99,4841,38512.83,2805.99,0.0,740,3545.99,34966.84,"2023-04-28","7520-6274-8768-4995"
677,1057,5,2023,29882.99,4482.45,1494.15,3126,38985.58,2988.3,0.0,625,3613.3,35372.28,"2023-05-26","7520-6274-8768-4995"
678,1057,6,2023,28093.89,4214.08,1404.69,3394,37106.66,2809.39,0.0,525,3334.39,33772.27,"2023-06-25","7520-6274-8768-4995"
679,1057,7,2023,30819.75,4622.96,1540.99,3575,40558.7,3081.98,0.0,1531,4612.98,35945.73,"2023-07-27","7520-6274-8768-4995"
680,1057,8,2023,28461.88,4269.28,1423.09,3451,37605.25,2846.19,0.0,1830,4676.19,32929.06,"2023-08-26","7520-6274-8768-4995"
681,1057,9,2023,28195.93,4229.39,1409.8,3052,36887.11,2819.59,0.0,563,3382.59,33504.52,"2023-09-27","7520-6274-8768-4995"
682,1057,10,2023,29220.64,4383.1,1461.03,4973,40037.77,2922.06,0.0,1790,4712.06,35325.7,"2023-10-27","7520-6274-8768-4995"
683,1057,11,2023,30653.24,4597.99,1532.66,3863,40646.89,3065.32,0.0,918,3983.32,36663.56,"2023-11-28","7520-6274-8768-4995"
684,1057,12,2023,30228.68,4534.3,1511.43,3902,40176.42,3022.87,0.0,1171,4193.87,35982.55,"2023-12-28","7520-6274-8768-4995"
685,1058,1,2023,42678.33,6401.75,2133.92,3165,54379.0,4267.83,0.0,1918,6185.83,48193.17,"2023-01-27","1814-7258-9206-8870"
686,1058,2,2023,44649.43,6697.41,2232.47,2712,56291.32,4464.94,0.0,1479,5943.94,50347.37,"2023-02-26","1814-7258-9206-8870"
687,1058,3,2023,45495.6,6824.34,2274.78,4437,59031.72,4549.56,0.0,657,5206.56,53825.16,"2023-03-28","1814-7258-9206-8870"
688,1058,4,2023,43419.59,6512.94,2170.98,4142,56245.51,4341.96,0.0,629,4970.96,51274.55,"2023-04-28","1814-7258-9206-8870"
689,1058,5,2023,44585.69,6687.85,2229.28,3155,56657.83,4458.57,0.0,1600,6058.57,50599.26,"2023-05-25","1814-7258-9206-8870"
690,1058,6,2023,45210.08,6781.51,2260.5,4073,58325.09,4521.01,0.0,1073,5594.01,52731.08,"2023-06-25","1814-7258-9206-8870"
691,1058,7,2023,43431.36,6514.7,2171.57,2056,54173.64,4343.14,0.0,1708,6051.14,48122.5,"2023-07-25","1814-7258-9206-8870"
692,1058,8,2023,45486.57,6822.99,2274.33,2096,56679.89,4548.66,0.0,1329,5877.66,50802.23,"2023-08-26","1814-7258-9206-8870"
693,1058,9,2023,45483.97,6822.6,2274.2,2616,57196.76,4548.4,0.0,857,5405.4,51791.37,"2023-09-28","1814-7258-9206-8870"
694,1058,10,2023,44737.34,6710.6,2236.87,4852,58536.81,4473.73,0.0,1181,5654.73,52882.07,"2023-10-28","1814-7258-9206-8870"
695,1058,11,2023,45317.94,6797.69,2265.9,3717,58098.53,4531.79,0.0,911,5442.79,52655.74,"2023-11-26","1814-7258-9206-8870"
696,1058,12,2023,41689.39,6253.41,2084.47,2422,52449.27,4168.94,0.0,1625,5793.94,46655.33,"2023-12-25","1814-7258-9206-8870"
697,1059,1,2023,50172.44,7525.87,2508.62,3904,64110.92,5017.24,8.62,846,5871.87,58239.06,"2023-01-27","2417-5828-4305-1811"
698,1059,2,2023,50233.8,7535.07,2511.69,2544,62824.55,5023.38,11.69,1618,6653.07,56171.49,"2023-02-27","2417-5828-4305-1811"
699,1059,3,2023,47571.24,7135.69,2378.56,4792,61877.49,4757.12,0.0,865,5622.12,56255.37,"2023-03-28","2417-5828-4305-1811"
700,1059,4,2023,51099.85,7664.98,2554.99,2574,63893.82,5109.98,54.99,1737,6901.98,56991.84,"2023-04-28","2417-5828-4305-1811"
701,1059,5,2023,48035.48,7205.32,2401.77,4440,62082.58,4803.55,0.0,1494,6297.55,55785.03,"2023-05-26","2417-5828-4305-1811"
702,1059,6,2023,50609.56,7591.43,2530.48,2018,62749.47,5060.96,30.48,1055,6146.43,56603.04,"2023-06-26","2417-5828-4305-1811"
703,1059,7,2023,48533.67,7280.05,2426.68,2447,60687.41,4853.37,0.0,1756,6609.37,54078.04,"2023-07-27","2417-5828-4305-1811"
704,1059,8,2023,47711.71,7156.76,2385.59,4326,61580.05,4771.17,0.0,1696,6467.17,55112.88,"2023-08-28","2417-5828-4305-1811"
705,1059,9,2023,50306.8,7546.02,2515.34,3325,63693.16,5030.68,15.34,762,5808.02,57885.14,"2023-09-28","2417-5828-4305-1811"
706,1059,10,2023,47967.9,7195.18,2398.39,3350,60911.48,4796.79,0.0,1891,6687.79,54223.69,"2023-10-26","2417-5828-4305-1811"
707,1059,11,2023,51100.88,7665.13,2555.04,4700,66021.05,5110.09,55.04,1678,6843.13,59177.92,"2023-11-26","2417-5828-4305-1811"
708,1059,12,2023,51076.16,7661.42,2553.81,3112,64403.39,5107.62,53.81,809,5970.42,58432.96,"2023-12-26","2417-5828-4305-1811"
709,1060,1,2023,29231.16,4384.67,1461.56,3400,38477.39,2923.12,0.0,1770,4693.12,33784.28,"2023-01-26","7130-2265-8241-8890"
710,1060,2,2023,27220.9,4083.13,1361.04,2125,34790.08,2722.09,0.0,558,3280.09,31509.99,"2023-02-26","7130-2265-8241-8890"
711,1060,3,2023,29550.24,4432.54,1477.51,4002,39462.29,2955.02,0.0,1382,4337.02,35125.26,"2023-03-27","7130-2265-8241-8890"
712,1060,4,2023,28678.64,4301.8,1433.93,4668,39082.36,2867.86,0.0,906,3773.86,35308.5,"2023-04-26","7130-2265-8241-8890"
713,1060,5,2023,29425.89,4413.88,1471.29,3707,39018.06,2942.59,0.0,1829,4771.59,34246.47,"2023-05-26","7130-2265-8241-8890"
714,1060,6,2023,29606.36,4440.95,1480.32,3894,39421.63,2960.64,0.0,1001,3961.64,35459.99,"2023-06-27","7130-2265-8241-8890"
715,1060,7,2023,29480.48,4422.07,1474.02,4791,40167.57,2948.05,0.0,1109,4057.05,36110.52,"2023-07-28","7130-2265-8241-8890"
716,1060,8,2023,29573.31,4436.0,1478.67,4972,40459.98,2957.33,0.0,1653,4610.33,35849.64,"2023-08-25","7130-2265-8241-8890"
717,1060,9,2023,27348.29,4102.24,1367.41,4237,37054.95,2734.83,0.0,1945,4679.83,32375.12,"2023-09-26","7130-2265-8241-8890"
718,1060,10,2023,29054.52,4358.18,1452.73,2920,37785.43,2905.45,0.0,1321,4226.45,33558.97,"2023-10-27","7130-2265-8241-8890"
719,1060,11,2023,27461.44,4119.22,1373.07,3984,36937.73,2746.14,0.0,815,3561.14,33376.58,"2023-11-27","7130-2265-8241-8890"
720,1060,12,2023,29398.61,4409.79,1469.93,2384,37662.33,2939.86,0.0,1640,4579.86,33082.47,"2023-12-27","7130-2265-8241-8890"
721,1061,1,2023,46582.06,6987.31,2329.1,4520,60418.47,4658.21,0.0,1473,6131.21,54287.26,"2023-01-25","7767-1560-4557-1922"
722,1061,2,2023,48542.69,7281.4,2427.13,4811,63062.23,4854.27,0.0,1522,6376.27,56685.96,"2023-02-25","7767-1560-4557-1922"
723,1061,3,2023,45780.52,6867.08,2289.03,3380,58316.63,4578.05,0.0,712,5290.05,53026.57,"2023-03-26","7767-1560-4557-1922"
724,1061,4,2023,47023.31,7053.5,2351.17,4985,61412.97,4702.33,0.0,1998,6700.33,54712.64,"2023-04-26","7767-1560-4557-1922"
725,1061,5,2023,44907.96,6736.19,2245.4,3259,57148.55,4490.8,0.0,1082,5572.8,51575.76,"2023-05-25","7767-1560-4557-1922"
726,1061,6,2023,45619.64,6842.95,2280.98,2483,57226.56,4561.96,0.0,1788,6349.96,50876.6,"2023-06-27","7767-1560-4557-1922"
727,1061,7,2023,45263.98,6789.6,2263.2,3662,57978.78,4526.4,0.0,1139,5665.4,52313.38,"2023-07-25","7767-1560-4557-1922"
728,1061,8,2023,47933.48,7190.02,2396.67,4200,61720.18,4793.35,0.0,1786,6579.35,55140.83,"2023-08-25","7767-1560-4557-1922"
