"salary_id","employee_id","month","year","base_salary","house_rent_allowance","medical_allowance","conveyance_allowance","gross_salary","provident_fund","income_tax","other_deductions","total_deductions","net_salary","payment_date","bank_account"
465,1039,9,2022,46662.12,6999.32,2333.11,4700,60694.54,4666.21,0.0,785,5451.21,55243.33,"2022-09-25","3479-7892-2754-7173"
466,1039,10,2022,46305.85,6945.88,2315.29,3105,58672.02,4630.59,0.0,671,5301.59,53370.44,"2022-10-28","3479-7892-2754-7173"
467,1039,11,2022,43613.5,6542.03,2180.68,4121,56457.21,4361.35,0.0,618,4979.35,51477.85,"2022-11-28","3479-7892-2754-7173"
468,1039,12,2022,45947.89,6892.18,2297.39,2784,57921.47,4594.79,0.0,1086,5680.79,52240.68,"2022-12-25","3479-7892-2754-7173"
469,1040,1,2022,75546.87,11332.03,3777.34,4561,95217.25,7554.69,1277.34,891,9723.03,85494.22,"2022-01-25","7221-7587-6733-2145"
470,1040,2,2022,75276.88,11291.53,3763.84,2292,92624.26,7527.69,1263.84,1422,10213.53,82410.73,"2022-02-25","7221-7587-6733-2145"
471,1040,3,2022,79084.47,11862.67,3954.22,2522,97423.36,7908.45,1454.22,1856,11218.67,86204.69,"2022-03-26","7221-7587-6733-2145"
472,1040,4,2022,79701.38,11955.21,3985.07,3777,99418.66,7970.14,1485.07,829,10284.21,89134.45,"2022-04-28","7221-7587-6733-2145"
473,1040,5,2022,78120.23,11718.03,3906.01,4952,98696.27,7812.02,1406.01,1074,10292.03,88404.24,"2022-05-26","7221-7587-6733-2145"
474,1040,6,2022,76410.02,11461.5,3820.5,2371,94063.02,7641.0,1320.5,1407,10368.5,83694.52,"2022-06-26","7221-7587-6733-2145"
475,1040,7,2022,74206.43,11130.96,3710.32,4846,93893.72,7420.64,1210.32,710,9340.96,84552.75,"2022-07-27","7221-7587-6733-2145"
476,1040,8,2022,80175.8,12026.37,4008.79,4369,100579.96,8017.58,1508.79,665,10191.37,90388.59,"2022-08-26","7221-7587-6733-2145"
477,1040,9,2022,79308.67,11896.3,3965.43,3471,98641.41,7930.87,1465.43,1706,11102.3,87539.11,"2022-09-25","7221-7587-6733-2145"
478,1040,10,2022,78746.17,11811.93,3937.31,2627,97122.4,7874.62,1437.31,892,10203.93,86918.48,"2022-10-25","7221-7587-6733-2145"
479,1040,11,2022,78303.67,11745.55,3915.18,4142,98106.4,7830.37,1415.18,1492,10737.55,87368.85,"2022-11-27","7221-7587-6733-2145"
480,1040,12,2022,80350.14,12052.52,4017.51,3715,100135.17,8035.01,1517.51,1173,10725.52,89409.65,"2022-12-27","7221-7587-6733-2145"
481,1041,1,2022,34829.7,5224.45,1741.48,3914,45709.64,3482.97,0.0,1898,5380.97,40328.67,"2022-01-27","4694-2370-5254-3508"
482,1041,2,2022,36228.5,5434.27,1811.42,3710,47184.2,3622.85,0.0,934,4556.85,42627.35,"2022-02-26","4694-2370-5254-3508"
483,1041,3,2022,35660.99,5349.15,1783.05,2065,44858.19,3566.1,0.0,1359,4925.1,39933.09,"2022-03-26","4694-2370-5254-3508"
484,1041,4,2022,34204.68,5130.7,1710.23,3178,44223.62,3420.47,0.0,501,3921.47,40302.15,"2022-04-25","4694-2370-5254-3508"
485,1041,5,2022,35732.59,5359.89,1786.63,2478,45357.11,3573.26,0.0,941,4514.26,40842.85,"2022-05-26","4694-2370-5254-3508"
486,1041,6,2022,34325.46,5148.82,1716.27,4991,46181.55,3432.55,0.0,549,3981.55,42200.0,"2022-06-25","4694-2370-5254-3508"
487,1041,7,2022,36297.66,5444.65,1814.88,4037,47594.19,3629.77,0.0,1947,5576.77,42017.43,"2022-07-26","4694-2370-5254-3508"
488,1041,8,2022,34409.76,5161.46,1720.49,4845,46136.72,3440.98,0.0,736,4176.98,41959.74,"2022-08-25","4694-2370-5254-3508"
489,1041,9,2022,33861.02,5079.15,1693.05,3071,43704.23,3386.1,0.0,1583,4969.1,38735.13,"2022-09-27","4694-2370-5254-3508"
490,1041,10,2022,35081.71,5262.26,1754.09,4428,46526.05,3508.17,0.0,1032,4540.17,41985.88,"2022-10-26","4694-2370-5254-3508"
491,1041,11,2022,37171.21,5575.68,1858.56,4408,49013.45,3717.12,0.0,1484,5201.12,43812.33,"2022-11-28","4694-2370-5254-3508"
492,1041,12,2022,36225.83,5433.87,1811.29,2280,45750.99,3622.58,0.0,934,4556.58,41194.41,"2022-12-26","4694-2370-5254-3508"
493,1042,1,2022,29280.64,4392.1,1464.03,3245,38381.77,2928.06,0.0,1947,4875.06,33506.7,"2022-01-27","6965-1815-9076-4874"
494,1042,2,2022,29376.94,4406.54,1468.85,4569,39821.33,2937.69,0.0,597,3534.69,36286.64,"2022-02-26","6965-1815-9076-4874"
495,1042,3,2022,29955.35,4493.3,1497.77,3894,39840.42,2995.54,0.0,902,3897.54,35942.89,"2022-03-27","6965-1815-9076-4874"
496,1042,4,2022,28486.57,4272.98,1424.33,4590,38773.88,2848.66,0.0,531,3379.66,35394.22,"2022-04-25","6965-1815-9076-4874"
497,1042,5,2022,29834.72,4475.21,1491.74,3744,39545.67,2983.47,0.0,1772,4755.47,34790.19,"2022-05-25","6965-1815-9076-4874"
498,1042,6,2022,30242.63,4536.39,1512.13,2856,39147.16,3024.26,0.0,613,3637.26,35509.89,"2022-06-28","6965-1815-9076-4874"
499,1042,7,2022,27407.29,4111.09,1370.36,3138,36026.74,2740.73,0.0,1138,3878.73,32148.02,"2022-07-27","6965-1815-9076-4874"
500,1042,8,2022,30195.03,4529.25,1509.75,4178,40412.04,3019.5,0.0,1718,4737.5,35674.53,"2022-08-27","6965-1815-9076-4874"
501,1042,9,2022,28059.42,4208.91,1402.97,3900,37571.31,2805.94,0.0,1798,4603.94,32967.37,"2022-09-28","6965-1815-9076-4874"
502,1042,10,2022,29940.02,4491.0,1497.0,3091,39019.03,2994.0,0.0,1642,4636.0,34383.03,"2022-10-26","6965-1815-9076-4874"
503,1042,11,2022,27588.23,4138.23,1379.41,3138,36243.87,2758.82,0.0,1749,4507.82,31736.05,"2022-11-25","6965-1815-9076-4874"
504,1042,12,2022,27673.69,4151.05,1383.68,4661,37869.43,2767.37,0.0,1241,4008.37,33861.06,"2022-12-26","6965-1815-9076-4874"
505,1043,1,2022,58188.25,8728.24,2909.41,3196,73021.9,5818.83,409.41,1282,7510.24,65511.67,"2022-01-27","8934-1935-1566-9508"
506,1043,2,2022,58946.44,8841.97,2947.32,3879,74614.73,5894.64,447.32,1143,7484.97,67129.76,"2022-02-25","8934-1935-1566-9508"
507,1043,3,2022,61205.59,9180.84,3060.28,4851,78297.71,6120.56,560.28,1234,7914.84,70382.87,"2022-03-27","8934-1935-1566-9508"
508,1043,4,2022,58309.45,8746.42,2915.47,2160,72131.33,5830.94,415.47,1642,7888.42,64242.92,"2022-04-28","8934-1935-1566-9508"
509,1043,5,2022,56492.24,8473.84,2824.61,2628,70418.68,5649.22,324.61,1610,7583.84,62834.85,"2022-05-28","8934-1935-1566-9508"
510,1043,6,2022,56256.64,8438.5,2812.83,2749,70256.97,5625.66,312.83,1899,7837.5,62419.48,"2022-06-25","8934-1935-1566-9508"
511,1043,7,2022,58480.85,8772.13,2924.04,2401,72578.02,5848.09,424.04,1671,7943.13,64634.89,"2022-07-27","8934-1935-1566-9508"
512,1043,8,2022,56946.36,8541.95,2847.32,2202,70537.63,5694.64,347.32,762,6803.95,63733.67,"2022-08-27","8934-1935-1566-9508"
513,1043,9,2022,58289.79,8743.47,2914.49,3211,73158.75,5828.98,414.49,558,6801.47,66357.28,"2022-09-25","8934-1935-1566-9508"
514,1043,10,2022,60276.69,9041.5,3013.83,4679,77011.02,6027.67,513.83,1478,8019.5,68991.52,"2022-10-28","8934-1935-1566-9508"
515,1043,11,2022,59592.04,8938.81,2979.6,2015,73525.44,5959.2,479.6,1117,7555.81,65969.64,"2022-11-28","8934-1935-1566-9508"
516,1043,12,2022,58972.39,8845.86,2948.62,3956,74722.87,5897.24,448.62,1341,7686.86,67036.01,"2022-12-26","8934-1935-1566-9508"
517,1044,1,2022,56171.05,8425.66,2808.55,3473,70878.26,5617.1,308.55,1566,7491.66,63386.6,"2022-01-25","4446-9532-9670-3055"
518,1044,2,2022,58530.95,8779.64,2926.55,4175,74412.14,5853.1,426.55,1005,7284.64,67127.5,"2022-02-26","4446-9532-9670-3055"
519,1044,3,2022,58436.34,8765.45,2921.82,4645,74768.61,5843.63,421.82,1506,7771.45,66997.16,"2022-03-28","4446-9532-9670-3055"
520,1044,4,2022,57849.32,8677.4,2892.47,4476,73895.19,5784.93,392.47,632,6809.4,67085.79,"2022-04-26","4446-9532-9670-3055"
521,1044,5,2022,55509.39,8326.41,2775.47,4148,70759.26,5550.94,275.47,1169,6995.41,63763.86,"2022-05-27","4446-9532-9670-3055"
522,1044,6,2022,57347.44,8602.12,2867.37,2877,71693.92,5734.74,367.37,736,6838.12,64855.81,"2022-06-27","4446-9532-9670-3055"
523,1044,7,2022,60027.09,9004.06,3001.35,3310,75342.51,6002.71,501.35,627,7131.06,68211.45,"2022-07-28","4446-9532-9670-3055"
524,1044,8,2022,57725.79,8658.87,2886.29,3815,73085.95,5772.58,386.29,1946,8104.87,64981.08,"2022-08-28","4446-9532-9670-3055"
525,1044,9,2022,55871.68,8380.75,2793.58,3764,70810.01,5587.17,293.58,1678,7558.75,63251.26,"2022-09-25","4446-9532-9670-3055"
526,1044,10,2022,56195.61,8429.34,2809.78,3722,71156.73,5619.56,309.78,539,6468.34,64688.39,"2022-10-27","4446-9532-9670-3055"
527,1044,11,2022,55121.15,8268.17,2756.06,4940,71085.38,5512.11,256.06,1624,7392.17,63693.21,"2022-11-27","4446-9532-9670-3055"
528,1044,12,2022,59690.61,8953.59,2984.53,3670,75298.73,5969.06,484.53,961,7414.59,67884.14,"2022-12-27","4446-9532-9670-3055"
529,1045,1,2022,27203.87,4080.58,1360.19,3077,35721.64,2720.39,0.0,940,3660.39,32061.25,"2022-01-28","7587-9232-7219-4924"
530,1045,2,2022,28642.31,4296.35,1432.12,2496,36866.77,2864.23,0.0,656,3520.23,33346.54,"2022-02-26","7587-9232-7219-4924"
531,1045,3,2022,27529.62,4129.44,1376.48,4972,38007.54,2752.96,0.0,1858,4610.96,33396.58,"2022-03-26","7587-9232-7219-4924"
532,1045,4,2022,28469.91,4270.49,1423.5,4802,38965.89,2846.99,0.0,1431,4277.99,34687.9,"2022-04-26","7587-9232-7219-4924"
533,1045,5,2022,28512.29,4276.84,1425.61,4919,39133.75,2851.23,0.0,1490,4341.23,34792.52,"2022-05-27","7587-9232-7219-4924"
534,1045,6,2022,29536.65,4430.5,1476.83,3752,39195.98,2953.67,0.0,696,3649.67,35546.32,"2022-06-28","7587-9232-7219-4924"
535,1045,7,2022,29543.51,4431.53,1477.18,2791,38243.21,2954.35,0.0,693,3647.35,34595.86,"2022-07-25","7587-9232-7219-4924"
536,1045,8,2022,29713.85,4457.08,1485.69,3932,39588.62,2971.38,0.0,1353,4324.38,35264.23,"2022-08-25","7587-9232-7219-4924"
537,1045,9,2022,28759.05,4313.86,1437.95,4890,39400.86,2875.91,0.0,554,3429.91,35970.96,"2022-09-27","7587-9232-7219-4924"
538,1045,10,2022,28663.06,4299.46,1433.15,3553,37948.68,2866.31,0.0,1489,4355.31,33593.37,"2022-10-28","7587-9232-7219-4924"
539,1045,11,2022,29426.32,4413.95,1471.32,3559,38870.59,2942.63,0.0,694,3636.63,35233.96,"2022-11-26","7587-9232-7219-4924"
540,1045,12,2022,27908.65,4186.3,1395.43,4165,37655.38,2790.87,0.0,904,3694.87,33960.52,"2022-12-25","7587-9232-7219-4924"
541,1046,1,2022,43957.59,6593.64,2197.88,2670,55419.11,4395.76,0.0,926,5321.76,50097.35,"2022-01-28","7976-5886-2399-2050"
542,1046,2,2022,40558.51,6083.78,2027.93,4618,53288.22,4055.85,0.0,501,4556.85,48731.36,"2022-02-26","7976-5886-2399-2050"
543,1046,3,2022,41748.18,6262.23,2087.41,2187,52284.82,4174.82,0.0,1473,5647.82,46637.0,"2022-03-28","7976-5886-2399-2050"
544,1046,4,2022,40563.51,6084.53,2028.18,4152,52828.22,4056.35,0.0,1744,5800.35,47027.87,"2022-04-26","7976-5886-2399-2050"
545,1046,5,2022,43224.63,6483.69,2161.23,3001,54870.56,4322.46,0.0,1811,6133.46,48737.09,"2022-05-25","7976-5886-2399-2050"
546,1046,6,2022,40013.36,6002.0,2000.67,4042,52058.04,4001.34,0.0,1830,5831.34,46226.7,"2022-06-25","7976-5886-2399-2050"
547,1046,7,2022,43952.83,6592.92,2197.64,3967,56710.4,4395.28,0.0,1381,5776.28,50934.11,"2022-07-26","7976-5886-2399-2050"
548,1046,8,2022,42732.46,6409.87,2136.62,4541,55819.95,4273.25,0.0,612,4885.25,50934.7,"2022-08-26","7976-5886-2399-2050"
549,1046,9,2022,42203.62,6330.54,2110.18,3052,53696.34,4220.36,0.0,907,5127.36,48568.98,"2022-09-27","7976-5886-2399-2050"
550,1046,10,2022,42655.3,6398.3,2132.77,3091,54277.36,4265.53,0.0,1840,6105.53,48171.83,"2022-10-27","7976-5886-2399-2050"
551,1046,11,2022,40576.21,6086.43,2028.81,2301,50992.46,4057.62,0.0,1979,6036.62,44955.84,"2022-11-28","7976-5886-2399-2050"
552,1046,12,2022,43579.4,6536.91,2178.97,2503,54798.28,4357.94,0.0,1714,6071.94,48726.34,"2022-12-28","7976-5886-2399-2050"
553,1047,1,2022,89507.07,13426.06,4475.35,2941,110349.48,8950.71,1975.35,644,11570.06,98779.42,"2022-01-26","3357-6410-3833-5863"
554,1047,2,2022,90871.41,13630.71,4543.57,2941,111986.69,9087.14,2043.57,1567,12697.71,99288.98,"2022-02-25","3357-6410-3833-5863"
555,1047,3,2022,93691.03,14053.65,4684.55,3559,115988.24,9369.1,2184.55,1035,12588.65,103399.58,"2022-03-27","3357-6410-3833-5863"
556,1047,4,2022,91154.73,13673.21,4557.74,3121,112506.67,9115.47,2057.74,1597,12770.21,99736.46,"2022-04-25","3357-6410-3833-5863"
557,1047,5,2022,97366.1,14604.92,4868.31,3507,120346.32,9736.61,2368.31,1331,13435.92,106910.41,"2022-05-28","3357-6410-3833-5863"
558,1047,6,2022,97602.74,14640.41,4880.14,2302,119425.28,9760.27,2380.14,1162,13302.41,106122.87,"2022-06-26","3357-6410-3833-5863"
559,1047,7,2022,96672.97,14500.95,4833.65,3270,119277.57,9667.3,2333.65,1665,13665.95,105611.62,"2022-07-28","3357-6410-3833-5863"
560,1047,8,2022,97897.23,14684.58,4894.86,2991,120467.68,9789.72,2394.86,785,12969.58,107498.09,"2022-08-25","3357-6410-3833-5863"
561,1047,9,2022,97515.81,14627.37,4875.79,2176,119194.97,9751.58,2375.79,573,12700.37,106494.6,"2022-09-25","3357-6410-3833-5863"
562,1047,10,2022,92081.16,13812.17,4604.06,2433,112930.4,9208.12,2104.06,1472,12784.17,100146.22,"2022-10-27","3357-6410-3833-5863"
563,1047,11,2022,93742.29,14061.34,4687.11,2164,114654.75,9374.23,2187.11,1560,13121.34,101533.4,"2022-11-26","3357-6410-3833-5863"
564,1047,12,2022,90431.28,13564.69,4521.56,3505,112022.53,9043.13,2021.56,1952,13016.69,99005.84,"2022-12-27","3357-6410-3833-5863"
565,1048,1,2022,29349.26,4402.39,1467.46,4870,40089.12,2934.93,0.0,654,3588.93,36500.19,"2022-01-26","5230-9957-5218-2296"
566,1048,2,2022,28547.44,4282.12,1427.37,3348,37604.93,2854.74,0.0,1712,4566.74,33038.19,"2022-02-26","5230-9957-5218-2296"
567,1048,3,2022,29554.59,4433.19,1477.73,3650,39115.5,2955.46,0.0,531,3486.46,35629.04,"2022-03-26","5230-9957-5218-2296"
568,1048,4,2022,28239.83,4235.97,1411.99,4436,38323.79,2823.98,0.0,523,3346.98,34976.81,"2022-04-25","5230-9957-5218-2296"
569,1048,5,2022,28532.39,4279.86,1426.62,2050,36288.87,2853.24,0.0,1373,4226.24,32062.63,"2022-05-27","5230-9957-5218-2296"
570,1048,6,2022,29561.94,4434.29,1478.1,2190,37664.33,2956.19,0.0,1761,4717.19,32947.13,"2022-06-25","5230-9957-5218-2296"
571,1048,7,2022,27076.21,4061.43,1353.81,2984,35475.45,2707.62,0.0,843,3550.62,31924.83,"2022-07-26","5230-9957-5218-2296"
572,1048,8,2022,27487.48,4123.12,1374.37,4641,37625.98,2748.75,0.0,611,3359.75,34266.23,"2022-08-26","5230-9957-5218-2296"
573,1048,9,2022,29090.96,4363.64,1454.55,2130,37039.15,2909.1,0.0,502,3411.1,33628.05,"2022-09-28","5230-9957-5218-2296"
574,1048,10,2022,28112.56,4216.88,1405.63,2450,36185.07,2811.26,0.0,1505,4316.26,31868.81,"2022-10-28","5230-9957-5218-2296"
575,1048,11,2022,29481.11,4422.17,1474.06,4231,39608.33,2948.11,0.0,1238,4186.11,35422.22,"2022-11-28","5230-9957-5218-2296"
576,1048,12,2022,27309.95,4096.49,1365.5,2301,35072.94,2731.0,0.0,1181,3912.0,31160.95,"2022-12-27","5230-9957-5218-2296"
577,1049,1,2022,119660.1,17949.02,5983.01,3048,146640.12,11966.01,3483.01,1255,16704.02,129936.11,"2022-01-26","2991-5127-4678-7208"
578,1049,2,2022,115118.84,17267.83,5755.94,4971,143113.61,11511.88,3255.94,883,15650.83,127462.79,"2022-02-28","2991-5127-4678-7208"
579,1049,3,2022,121259.52,18188.93,6062.98,2211,147722.43,12125.95,3562.98,1814,17502.93,130219.5,"2022-03-28","2991-5127-4678-7208"
580,1049,4,2022,116484.66,17472.7,5824.23,2034,141815.59,11648.47,3324.23,1179,16151.7,125663.89,"2022-04-28","2991-5127-4678-7208"
581,1049,5,2022,116133.61,17420.04,5806.68,4070,143430.33,11613.36,3306.68,915,15835.04,127595.29,"2022-05-26","2991-5127-4678-7208"
582,1049,6,2022,124522.65,18678.4,6226.13,4526,153953.18,12452.27,3726.13,1152,17330.4,136622.79,"2022-06-27","2991-5127-4678-7208"
583,1049,7,2022,113489.2,17023.38,5674.46,3742,139929.04,11348.92,3174.46,945,15468.38,124460.66,"2022-07-26","2991-5127-4678-7208"
584,1049,8,2022,123082.06,18462.31,6154.1,3787,151485.47,12308.21,3654.1,1967,17929.31,133556.17,"2022-08-28","2991-5127-4678-7208"
585,1049,9,2022,117977.05,17696.56,5898.85,3918,145490.47,11797.71,3398.85,1576,16772.56,128717.91,"2022-09-26","2991-5127-4678-7208"
586,1049,10,2022,122962.76,18444.41,6148.14,2056,149611.31,12296.28,3648.14,1355,17299.41,132311.9,"2022-10-27","2991-5127-4678-7208"
587,1049,11,2022,123954.02,18593.1,6197.7,3036,151780.82,12395.4,3697.7,785,16878.1,134902.72,"2022-11-25","2991-5127-4678-7208"
588,1049,12,2022,114163.15,17124.47,5708.16,2672,139667.78,11416.31,3208.16,1535,16159.47,123508.31,"2022-12-27","2991-5127-4678-7208"
589,1050,1,2022,68445.38,10266.81,3422.27,4555,86689.45,6844.54,922.27,1902,9668.81,77020.65,"2022-01-26","6727-1257-1041-6245"
590,1050,2,2022,68774.67,10316.2,3438.73,4351,86880.61,6877.47,938.73,843,8659.2,78221.4,"2022-02-28","6727-1257-1041-6245"
591,1050,3,2022,71555.5,10733.32,3577.77,3493,89359.6,7155.55,1077.77,1215,9448.32,79911.27,"2022-03-28","6727-1257-1041-6245"
592,1050,4,2022,67957.6,10193.64,3397.88,3551,85100.12,6795.76,897.88,1858,9551.64,75548.48,"2022-04-28","6727-1257-1041-6245"
593,1050,5,2022,68692.04,10303.81,3434.6,3350,85780.44,6869.2,934.6,1913,9716.81,76063.64,"2022-05-26","6727-1257-1041-6245"
594,1050,6,2022,70603.2,10590.48,3530.16,4335,89058.84,7060.32,1030.16,940,9030.48,80028.36,"2022-06-27","6727-1257-1041-6245"
595,1050,7,2022,72394.22,10859.13,3619.71,4892,91765.07,7239.42,1119.71,1491,9850.13,81914.94,"2022-07-25","6727-1257-1041-6245"
596,1050,8,2022,68358.6,10253.79,3417.93,3626,85656.32,6835.86,917.93,986,8739.79,76916.53,"2022-08-27","6727-1257-1041-6245"
597,1050,9,2022,73559.81,11033.97,3677.99,3315,91586.78,7355.98,1177.99,1775,10308.97,81277.81,"2022-09-28","6727-1257-1041-6245"
598,1050,10,2022,67572.57,10135.89,3378.63,4896,85983.08,6757.26,878.63,598,8233.89,77749.2,"2022-10-28","6727-1257-1041-6245"
599,1050,11,2022,73692.28,11053.84,3684.61,3874,92304.73,7369.23,1184.61,1494,10047.84,82256.89,"2022-11-28","6727-1257-1041-6245"
600,1050,12,2022,67894.0,10184.1,3394.7,2943,84415.8,6789.4,894.7,709,8393.1,76022.7,"2022-12-25","6727-1257-1041-6245"
601,1051,1,2022,41606.01,6240.9,2080.3,3588,53515.21,4160.6,0.0,1982,6142.6,47372.61,"2022-01-25","4471-9072-2480-8911"
602,1051,2,2022,42111.32,6316.7,2105.57,4907,55440.58,4211.13,0.0,1108,5319.13,50121.45,"2022-02-26","4471-9072-2480-8911"
603,1051,3,2022,44501.39,6675.21,2225.07,2093,55494.67,4450.14,0.0,993,5443.14,50051.53,"2022-03-25","4471-9072-2480-8911"
604,1051,4,2022,42086.17,6312.93,2104.31,2664,53167.41,4208.62,0.0,1181,5389.62,47777.79,"2022-04-28","4471-9072-2480-8911"
605,1051,5,2022,44229.99,6634.5,2211.5,2377,55452.99,4423.0,0.0,974,5397.0,50055.99,"2022-05-27","4471-9072-2480-8911"
606,1051,6,2022,44285.97,6642.9,2214.3,4795,57938.17,4428.6,0.0,1806,6234.6,51703.57,"2022-06-26","4471-9072-2480-8911"
607,1051,7,2022,43736.15,6560.42,2186.81,2835,55318.38,4373.62,0.0,1244,5617.62,49700.77,"2022-07-27","4471-9072-2480-8911"
608,1051,8,2022,44085.91,6612.89,2204.3,2175,55078.09,4408.59,0.0,648,5056.59,50021.5,"2022-08-27","4471-9072-2480-8911"
609,1051,9,2022,43521.15,6528.17,2176.06,4968,57193.38,4352.11,0.0,1953,6305.11,50888.26,"2022-09-26","4471-9072-2480-8911"
610,1051,10,2022,41361.15,6204.17,2068.06,2906,52539.38,4136.11,0.0,1775,5911.11,46628.26,"2022-10-27","4471-9072-2480-8911"
611,1051,11,2022,42887.64,6433.15,2144.38,3899,55364.17,4288.76,0.0,1794,6082.76,49281.4,"2022-11-28","4471-9072-2480-8911"
612,1051,12,2022,42357.0,6353.55,2117.85,4617,55445.4,4235.7,0.0,1003,5238.7,50206.7,"2022-12-25","4471-9072-2480-8911"
613,1052,1,2022,21905.64,3285.85,1095.28,2953,29239.76,2190.56,0.0,583,2773.56,26466.2,"2022-01-25","6512-4555-6867-5073"
614,1052,2,2022,23542.31,3531.35,1177.12,3785,32035.77,2354.23,0.0,1271,3625.23,28410.54,"2022-02-28","6512-4555-6867-5073"
615,1052,3,2022,21865.03,3279.75,1093.25,2268,28506.03,2186.5,0.0,1171,3357.5,25148.53,"2022-03-28","6512-4555-6867-5073"
616,1052,4,2022,22017.01,3302.55,1100.85,2517,28937.41,2201.7,0.0,602,2803.7,26133.71,"2022-04-28","6512-4555-6867-5073"
617,1052,5,2022,23234.33,3485.15,1161.72,4068,31949.19,2323.43,0.0,1171,3494.43,28454.76,"2022-05-27","6512-4555-6867-5073"
618,1052,6,2022,21993.5,3299.03,1099.68,4871,31263.2,2199.35,0.0,661,2860.35,28402.85,"2022-06-26","6512-4555-6867-5073"
619,1052,7,2022,23600.39,3540.06,1180.02,3837,32157.47,2360.04,0.0,1567,3927.04,28230.43,"2022-07-28","6512-4555-6867-5073"
620,1052,8,2022,21609.92,3241.49,1080.5,4269,30200.9,2160.99,0.0,662,2822.99,27377.91,"2022-08-28","6512-4555-6867-5073"
621,1052,9,2022,22549.1,3382.37,1127.46,3363,30421.92,2254.91,0.0,1014,3268.91,27153.01,"2022-09-28","6512-4555-6867-5073"
622,1052,10,2022,21565.43,3234.82,1078.27,4529,30407.52,2156.54,0.0,1267,3423.54,26983.98,"2022-10-25","6512-4555-6867-5073"
623,1052,11,2022,22934.96,3440.24,1146.75,4757,32278.96,2293.5,0.0,565,2858.5,29420.46,"2022-11-25","6512-4555-6867-5073"
624,1052,12,2022,22670.07,3400.51,1133.5,4975,32179.09,2267.01,0.0,524,2791.01,29388.08,"2022-12-25","6512-4555-6867-5073"
625,1053,1,2022,61272.33,9190.85,3063.62,4016,77542.8,6127.23,563.62,1114,7804.85,69737.95,"2022-01-26","4339-8873-4715-7413"
626,1053,2,2022,61767.92,9265.19,3088.4,3790,77911.51,6176.79,588.4,1360,8125.19,69786.32,"2022-02-25","4339-8873-4715-7413"
627,1053,3,2022,59867.48,8980.12,2993.37,2363,74203.97,5986.75,493.37,1462,7942.12,66261.85,"2022-03-25","4339-8873-4715-7413"
628,1053,4,2022,60872.46,9130.87,3043.62,4674,77720.95,6087.25,543.62,552,7182.87,70538.08,"2022-04-28","4339-8873-4715-7413"
629,1053,5,2022,60186.07,9027.91,3009.3,4319,76542.29,6018.61,509.3,682,7209.91,69332.37,"2022-05-27","4339-8873-4715-7413"
630,1053,6,2022,59926.03,8988.9,2996.3,4476,76387.23,5992.6,496.3,628,7116.9,69270.33,"2022-06-26","4339-8873-4715-7413"
631,1053,7,2022,59126.52,8868.98,2956.33,4682,75633.83,5912.65,456.33,1461,7829.98,67803.85,"2022-07-25","4339-8873-4715-7413"
632,1053,8,2022,60073.58,9011.04,3003.68,2354,74442.3,6007.36,503.68,714,7225.04,67217.26,"2022-08-25","4339-8873-4715-7413"
633,1053,9,2022,63237.18,9485.58,3161.86,3152,79036.62,6323.72,661.86,1262,8247.58,70789.04,"2022-09-27","4339-8873-4715-7413"
634,1053,10,2022,64085.39,9612.81,3204.27,4768,81670.46,6408.54,704.27,1456,8568.81,73101.66,"2022-10-27","4339-8873-4715-7413"
635,1053,11,2022,63241.32,9486.2,3162.07,4681,80570.59,6324.13,662.07,1224,8210.2,72360.39,"2022-11-27","4339-8873-4715-7413"
636,1053,12,2022,61361.65,9204.25,3068.08,2653,76286.98,6136.16,568.08,1611,8315.25,67971.73,"2022-12-28","4339-8873-4715-7413"
637,1054,1,2022,112417.88,16862.68,5620.89,4720,139621.46,11241.79,3120.89,1496,15858.68,123762.78,"2022-01-25","7416-9222-5958-6209"
638,1054,2,2022,114813.05,17221.96,5740.65,2007,139782.66,11481.31,3240.65,1661,16382.96,123399.71,"2022-02-27","7416-9222-5958-6209"
639,1054,3,2022,108416.57,16262.49,5420.83,3612,133711.88,10841.66,2920.83,1700,15462.49,118249.4,"2022-03-28","7416-9222-5958-6209"
640,1054,4,2022,116568.3,17485.25,5828.42,2105,141986.96,11656.83,3328.42,1305,16290.25,125696.72,"2022-04-26","7416-9222-5958-6209"
641,1054,5,2022,108084.26,16212.64,5404.21,3116,132817.12,10808.43,2904.21,641,14353.64,118463.48,"2022-05-26","7416-9222-5958-6209"
642,1054,6,2022,113289.51,16993.43,5664.48,2545,138492.41,11328.95,3164.48,1043,15536.43,122955.98,"2022-06-28","7416-9222-5958-6209"
643,1054,7,2022,108692.73,16303.91,5434.64,3674,134105.28,10869.27,2934.64,1179,14982.91,119122.37,"2022-07-25","7416-9222-5958-6209"
644,1054,8,2022,108169.96,16225.49,5408.5,4898,134701.96,10817.0,2908.5,548,14273.49,120428.46,"2022-08-26","7416-9222-5958-6209"
645,1054,9,2022,106973.2,16045.98,5348.66,2760,131127.84,10697.32,2848.66,1979,15524.98,115602.86,"2022-09-25","7416-9222-5958-6209"
646,1054,10,2022,111335.11,16700.27,5566.76,4112,137714.13,11133.51,3066.76,1024,15224.27,122489.86,"2022-10-28","7416-9222-5958-6209"
647,1054,11,2022,115535.74,17330.36,5776.79,4860,143502.88,11553.57,3276.79,1434,16264.36,127238.52,"2022-11-27","7416-9222-5958-6209"
