"employee_id","first_name","last_name","gender","cnic","phone","email","address","department","position","base_salary","hire_date","store_id","bank_account","status"
1131,"Zainab","Yaghnam","Female","94622-1957233-3","0337-7753076","zainab.yaghnam23@company.com","220 Sadeed Mews, Rawalpindi","Security","Security Guard",29681,"2023-04-19",4,"6266-5420-8329-9292","Terminated"
1132,"Hussain","Naail","Male","93756-8840570-8","0342-1857757","hussain.naail75@company.com","324 Aarif Extension, Islamabad","Management","Store Manager",112511,"2023-09-20",3,"4085-6281-1406-9958","Terminated"
1133,"Ahmed","Talha","Male","61567-6819050-6","0320-7120309","ahmed.talha74@company.com","310 Raamis Gardens, Faisalabad","Inventory","Warehouse Worker",23214,"2022-12-25",1,"3421-9849-7282-9344","Active"
1134,"Sadia","Aaaqil","Female","35654-5159504-5","0332-4133049","sadia.aaaqil33@company.com","22 Qaim Keys, Peshawar","Inventory","Stock Clerk",22270,"2020-12-02",5,"3258-4662-4277-4955","Active"
1135,"Maryam","Yar","Female","13614-7558980-1","0379-7929505","maryam.yar90@company.com","411 Raed Valley, Multan","Maintenance","Maintenance Technician",36526,"2023-06-10",6,"7253-4220-9837-7945","Active"
1136,"Ahmed","Aryan","Male","44477-7917734-6","0384-4255396","ahmed.aryan78@company.com","488 Kaleema Green, Peshawar","Security","Security Guard",20953,"2024-03-18",2,"9627-8062-5208-1780","Active"
1137,"Zain","Damurah","Male","97196-3040183-7","0325-7903842","zain.damurah46@company.com","674 Baaqir Loaf, Karachi","Management","Assistant Manager",86571,"2022-05-18",7,"2677-6999-2257-8488","Active"
1138,"Nadia","Yar","Female","99920-6347793-8","0356-4542834","nadia.yar87@company.com","775 Yasir Lock, Faisalabad","Customer Service","Customer Representative",25769,"2025-03-22",2,"5184-6054-7520-6298","Active"
1139,"Hassan","Latif","Male","94454-2303093-3","0325-5038018","hassan.latif7@company.com","320 Qaseem Fork, Peshawar","Security","Security Guard",25871,"2023-10-10",3,"6582-2752-2956-7959","Active"
1140,"Omar","Saahir","Male","88139-7938871-9","0394-1119157","omar.saahir58@company.com","873 Aryan Throughway, Peshawar","Inventory","Stock Clerk",28723,"2022-05-09",4,"4608-9723-2455-8169","Active"
1141,"Maryam","Wadood","Female","25464-4776257-0","0378-5204676","maryam.wadood88@company.com","791 Lajlaj Park, Peshawar","Administration","Accountant",68129,"2022-05-13",2,"7839-3697-8506-4022","Terminated"
1142,"Abdullah","Kamran","Male","99077-6064586-9","0386-9797169","abdullah.kamran28@company.com","601 Lutf Trafficway, Gujranwala","Inventory","Warehouse Worker",27615,"2024-01-04",8,"9419-7909-9030-4896","Active"
1143,"Nadia","Saaqib","Female","65225-6435325-6","0383-9105067","nadia.saaqib55@company.com","317 Bashaarat Passage, Lahore","Inventory","Stock Clerk",26195,"2022-12-13",4,"6613-8858-8858-5405","Active"
1144,"Fatima","Ubadah","Female","75443-8503593-3","0353-1927317","fatima.ubadah34@company.com","835 Ghunayn Burg, Quetta","Management","Assistant Manager",71133,"2021-09-16",8,"4102-2217-9983-1753","Active"
1145,"Muhammad","Jalil","Male","33889-3872414-8","0377-9462300","muhammad.jalil12@company.com","185 Aadil Parkways, Sialkot","Security","Security Supervisor",26369,"2023-04-30",7,"8159-7418-2529-7450","Active"
1146,"Khadija","Mahbeer","Female","70572-1085616-8","0384-4572605","khadija.mahbeer68@company.com","857 Zaheer Bypass, Islamabad","Maintenance","Maintenance Technician",25150,"2022-08-30",7,"7243-9143-3423-9706","On Leave"
1147,"Ahmed","Batool","Male","25361-2071602-4","0396-5291426","ahmed.batool96@company.com","565 Ubadah Cliffs, Lahore","Maintenance","Maintenance Technician",35574,"2023-10-11",5,"4289-8600-7711-6806","Active"
1148,"Zainab","Ilan","Female","15787-1084053-9","0363-6612880","zainab.ilan6@company.com","737 Naasih Village, Multan","Customer Service","Service Desk Staff",23545,"2021-07-31",6,"2265-5498-8189-2915","Active"
1149,"Hussain","Bambad","Male","30373-8410241-9","0354-1684680","hussain.bambad4@company.com","312 Bizhan Plain, Islamabad","Maintenance","Cleaner",21497,"2021-09-20",7,"4427-8350-7691-4168","Active"
1150,"Omar","Qaseem","Male","30929-9356147-5","0322-5711179","omar.qaseem70@company.com","35 Ubay Hill, Islamabad","Management","Operations Manager",110379,"2023-07-04",1,"2869-2222-4129-2150","Active"
1151,"Ahmed","Mahfuz","Male","23689-5537166-5","0314-4551281","ahmed.mahfuz11@company.com","543 Sabbir Spring, Rawalpindi","Management","Store Manager",109306,"2025-03-20",9,"8588-7324-7678-5903","Active"
1152,"Amina","Awj","Female","63433-7978239-4","0347-5917636","amina.awj42@company.com","457 Limazah Knolls, Gujranwala","Maintenance","Cleaner",15482,"2023-06-23",2,"4345-5636-8282-4832","Active"
1153,"Zainab","Yaman","Female","64433-2415869-8","0325-5415346","zainab.yaman14@company.com","472 Jalil Vista, Quetta","Inventory","Stock Clerk",22062,"2024-05-24",4,"6106-1450-2585-9166","Active"
1154,"Ahmed","Batal","Male","73714-1012941-1","0368-6169683","ahmed.batal72@company.com","194 Fazli Estate, Sialkot","Management","Store Manager",116226,"2023-04-11",6,"9673-5343-3629-7538","Active"
1155,"Khadija","Qadar","Female","38532-1601303-5","0341-4786106","khadija.qadar60@company.com","817 Rahat Lane, Peshawar","Maintenance","Maintenance Technician",26682,"2024-06-15",3,"6918-8733-9413-7661","Active"
1156,"Muhammad","Ubaadah","Male","81596-5762498-7","0353-4557863","muhammad.ubaadah4@company.com","177 Umar Unions, Faisalabad","Inventory","Warehouse Worker",21079,"2025-02-17",3,"8997-7267-7224-7759","Active"
1157,"Nadia","Raaghib","Female","22806-1872210-6","0379-1494974","nadia.raaghib17@company.com","10 Omair Street, Faisalabad","Customer Service","Service Desk Staff",23426,"2020-12-16",5,"5935-5352-2006-6290","Active"
1158,"Maryam","Baashir","Female","73357-7189401-9","0316-3826222","maryam.baashir74@company.com","147 Tirdad Circle, Islamabad","Sales","Sales Associate",39749,"2024-01-03",6,"8271-6768-9400-9459","Active"
1159,"Hussain","Ghayoor","Male","39093-6829717-7","0381-1760472","hussain.ghayoor32@company.com","837 Jameel Lodge, Karachi","Management","Store Manager",101638,"2022-01-16",2,"6028-7625-1836-7149","Active"
1160,"Hussain","Ubay","Male","74519-9721883-0","0313-6198135","hussain.ubay51@company.com","782 Ghazawan Flat, Karachi","Customer Service","Customer Representative",31936,"2024-02-14",9,"6611-1283-3836-3960","Active"
1161,"Sadia","Ghauth","Female","41514-3387008-0","0340-2267378","sadia.ghauth19@company.com","786 Yaman Loaf, Rawalpindi","Maintenance","Maintenance Technician",39706,"2021-01-02",2,"2164-2743-3417-5665","Terminated"
1162,"Khadija","Qadeer","Female","29227-9606499-1","0341-9290017","khadija.qadeer22@company.com","653 Aasif Radial, Quetta","Security","Security Supervisor",33979,"2021-12-11",1,"1320-8191-6382-5800","Active"
1163,"Hira","Zahri","Female","48692-8100697-2","0353-7987554","hira.zahri37@company.com","138 Taha Isle, Peshawar","Maintenance","Maintenance Technician",35209,"2023-02-19",3,"9834-8960-3829-4914","Active"
1164,"Hassan","Bashaarat","Male","18688-4714176-5","0367-9443371","hassan.bashaarat72@company.com","899 Qutaybah Lights, Multan","Customer Service","Customer Representative",38808,"2020-12-11",2,"7890-5147-9522-9121","Active"
1165,"Muhammad","Radi","Male","97620-6485255-3","0392-3098777","muhammad.radi7@company.com","326 Raed Turnpike, Peshawar","Maintenance","Cleaner",16661,"2022-02-28",5,"3299-5101-6951-6071","Active"
1166,"Zain","Naail","Male","16392-4199203-7","0321-5058942","zain.naail8@company.com","792 Changaz Plains, Lahore","Inventory","Inventory Manager",55256,"2022-10-01",6,"3066-3922-2623-1279","Active"
1167,"Zainab","Bizhan","Female","20896-8747777-2","0356-3979954","zainab.bizhan16@company.com","135 Jameel Courts, Lahore","Administration","Accountant",64517,"2021-06-23",8,"4851-5004-5316-8370","Active"
1168,"Ali","Mourib","Male","96728-6706193-9","0369-9801862","ali.mourib31@company.com","683 Jad Freeway, Lahore","Maintenance","Cleaner",15303,"2022-02-11",9,"2604-4045-6547-3119","On Leave"
1169,"Ayesha","Zaahir","Female","46688-3214309-4","0348-4813375","ayesha.zaahir20@company.com","491 Ibrahim Bypass, Faisalabad","Security","Security Supervisor",43379,"2024-06-11",7,"7450-7013-1537-9298","Active"
1170,"Usman","Nadeem","Male","17995-1604196-2","0392-4020398","usman.nadeem93@company.com","621 Jahdami Circles, Gujranwala","Management","Store Manager",99745,"2022-08-07",6,"3198-4185-9965-8326","Active"
1171,"Muhammad","Jamaal","Male","44204-1098581-0","0345-8942830","muhammad.jamaal52@company.com","326 Sadan Villages, Faisalabad","Administration","HR Officer",53871,"2020-11-08",7,"8545-4614-3423-6018","Active"
1172,"Ali","Vahar","Male","72520-7472404-8","0341-7508897","ali.vahar67@company.com","572 Baha Viaduct, Sialkot","Maintenance","Maintenance Technician",36703,"2022-10-09",9,"1295-8635-8298-6199","Active"
1173,"Bilal","Yadid","Male","40488-2839664-8","0328-3484265","bilal.yadid76@company.com","4 Rabbani Path, Rawalpindi","Inventory","Stock Clerk",32202,"2021-12-14",9,"2741-9686-5486-7529","Active"
1174,"Fatima","Zaakir","Female","22527-8233139-7","0398-9227111","fatima.zaakir19@company.com","831 Taban Extension, Quetta","Security","Security Guard",28617,"2022-10-04",4,"2429-1220-8304-8259","Active"
1175,"Sara","Aarif","Female","30312-2140495-2","0387-8004872","sara.aarif19@company.com","138 Lut Springs, Lahore","Security","Security Guard",19464,"2020-09-28",5,"6807-6853-3431-1686","Active"
1176,"Usman","Lut","Male","28500-3989524-5","0395-8090161","usman.lut29@company.com","725 Aamir Cliffs, Gujranwala","Customer Service","Customer Representative",26360,"2024-02-23",2,"4197-6561-2839-4334","Active"
1177,"Usman","Rabiah","Male","39868-4341327-3","0341-2873254","usman.rabiah88@company.com","74 Ubaydullah Way, Peshawar","Management","Assistant Manager",73273,"2021-02-06",5,"5541-8821-9169-2100","On Leave"
1178,"Ahmed","Ghanee","Male","16596-7200669-8","0311-1729099","ahmed.ghanee96@company.com","594 Qamar Canyon, Faisalabad","Maintenance","Maintenance Technician",30164,"2020-10-05",7,"2341-5519-3269-7971","Active"
1179,"Maryam","Saad","Female","85997-5628950-6","0327-7213178","maryam.saad57@company.com","327 Maher Ridge, Multan","Inventory","Stock Clerk",30996,"2021-05-25",4,"2232-2002-8096-5847","Active"
1180,"Sadia","Madiyan","Female","36638-1109744-2","0344-7589033","sadia.madiyan15@company.com","775 Baaree Keys, Multan","Security","Security Supervisor",40988,"2024-08-10",1,"4875-5569-1672-2839","Active"
1181,"Bilal","Uhban","Male","19035-1665868-2","0329-9537713","bilal.uhban55@company.com","259 Yahya Court, Karachi","Inventory","Stock Clerk",22078,"2024-02-17",5,"7147-7766-7145-2776","Active"
1182,"Hira","Vahar","Female","52747-1197009-3","0354-4696897","hira.vahar93@company.com","797 Latif Ports, Quetta","Maintenance","Cleaner",18634,"2023-06-27",9,"1506-3542-8269-1769","Active"
1183,"Amina","Waahid","Female","17529-6283553-5","0323-4451798","amina.waahid44@company.com","91 Umaarah Plaza, Sialkot","Maintenance","Maintenance Technician",43755,"2021-03-10",1,"7508-4054-5866-4009","Active"
1184,"Sara","Zayyir","Female","33559-8075222-0","0365-4714799","sara.zayyir98@company.com","175 Baaree Dale, Islamabad","Sales","Sales Associate",35950,"2022-04-15",4,"6927-7027-6613-8356","Active"
1185,"Hira","Radi","Female","71439-8303570-1","0388-6306648","hira.radi46@company.com","874 Aafiya Trail, Gujranwala","Sales","Sales Associate",26922,"2024-02-20",7,"7721-6578-2032-8843","Active"
1186,"Maryam","Liyaaqat","Female","68848-5073317-5","0341-1637207","maryam.liyaaqat85@company.com","100 Basir Locks, Sialkot","Management","Assistant Manager",95187,"2025-03-17",9,"8868-8889-1851-8625","Terminated"
1187,"Zainab","Zaahid","Female","87736-3617256-6","0338-9475543","zainab.zaahid41@company.com","507 Samama Row, Lahore","Inventory","Stock Clerk",29288,"2022-12-07",7,"8326-2409-3276-8550","Active"
1188,"Hira","Man","Female","63999-1193909-6","0356-3073654","hira.man45@company.com","725 Aadam Summit, Sialkot","Management","Store Manager",105543,"2025-07-29",9,"2554-9420-9018-4613","Active"
1189,"Zainab","Kamal","Female","20561-3568290-9","0396-5116933","zainab.kamal62@company.com","690 Tabassum Fords, Multan","Maintenance","Maintenance Technician",30304,"2024-02-23",6,"4543-5185-6684-5011","Active"
1190,"Omar","Ubaidah","Male","28572-6801721-1","0326-5445053","omar.ubaidah26@company.com","545 Sabil Light, Karachi","Security","Security Guard",19579,"2020-11-19",8,"4100-7428-7142-2240","Active"
1191,"Ahmed","Tajammul","Male","40487-2162980-8","0383-6214653","ahmed.tajammul8@company.com","161 Kareem Ford, Rawalpindi","Customer Service","Customer Representative",25688,"2022-09-28",9,"1632-3840-9425-5527","On Leave"
1192,"Maryam","Rabah","Female","88765-6979517-2","0311-1645449","maryam.rabah29@company.com","871 Mahdee Plains, Faisalabad","Management","Operations Manager",90122,"2021-02-19",2,"4457-6795-6984-5977","Active"
1193,"Zain","Ubaid","Male","21216-5541002-0","0360-8641119","zain.ubaid64@company.com","464 Majd Mission, Quetta","Inventory","Inventory Manager",66544,"2020-12-30",1,"6454-9533-2206-2893","Active"
1194,"Zain","Ghunayn","Male","88591-1543571-8","0333-6892387","zain.ghunayn51@company.com","383 Mahfuz Mission, Gujranwala","Administration","Accountant",54724,"2022-09-18",8,"3392-4905-6967-7695","Active"
1195,"Nadia","Raed","Female","84437-1167295-3","0372-3176929","nadia.raed48@company.com","710 Kaashif Extension, Faisalabad","Customer Service","Service Desk Staff",28750,"2021-04-27",7,"6989-1271-7013-3904","Active"
1196,"Maryam","Waajid","Female","18787-9184469-4","0333-9256137","maryam.waajid50@company.com","841 Aalam Pine, Lahore","Security","Security Guard",22821,"2024-03-12",2,"4554-2886-7197-4383","Active"
1197,"Ali","Zafrul","Male","87372-6279794-4","0353-3160206","ali.zafrul62@company.com","619 Ibn Parkway, Rawalpindi","Customer Service","Service Desk Staff",24009,"2025-03-28",3,"3527-3448-3584-6519","Active"
1198,"Zain","Saabir","Male","57832-9312574-4","0357-2113089","zain.saabir52@company.com","320 Aadam Trail, Quetta","Management","Store Manager",112633,"2025-01-05",8,"1519-3112-8488-7823","On Leave"
1199,"Ahmed","Lahiah","Male","53916-6206236-1","0377-8372562","ahmed.lahiah7@company.com","252 Jahdami Roads, Multan","Security","Security Guard",19342,"2022-02-15",5,"7761-5406-1406-2620","Active"
1200,"Maryam","Saariyah","Female","67416-2902071-5","0364-3309258","maryam.saariyah23@company.com","680 Sadeed Radial, Karachi","Security","Security Supervisor",38479,"2024-11-01",4,"3370-7397-4366-2901","Active"
1201,"Hussain","Mourib","Male","94249-6865620-3","0357-2733579","hussain.mourib48@company.com","133 Ubayd Orchard, Multan","Administration","HR Officer",54631,"2022-03-24",4,"7902-6842-7595-3826","Active"
1202,"Ahmed","Umar","Male","13115-2879030-2","0399-1070847","ahmed.umar94@company.com","739 Kaamil Drive, Sialkot","Inventory","Stock Clerk",30657,"2024-03-31",1,"1904-3445-7439-6514","Active"
1203,"Bilal","Mourib","Male","38086-8741068-6","0345-5376146","bilal.mourib89@company.com","21 Ghutayf Gateway, Quetta","Sales","Sales Associate",44750,"2021-08-30",4,"8886-5585-5594-8597","Active"
1204,"Usman","Kabeer","Male","29029-3346198-3","0336-5305526","usman.kabeer51@company.com","422 Ghannam Park, Lahore","Management","Operations Manager",102874,"2025-05-02",8,"6367-9134-1759-5624","Active"
1205,"Bilal","Saabir","Male","65621-5955025-0","0389-9348885","bilal.saabir13@company.com","968 Jameel Neck, Islamabad","Administration","HR Officer",40139,"2020-12-10",4,"6744-6356-9585-2344","Active"
1206,"Hussain","Rabb","Male","17524-9922621-4","0396-8785740","hussain.rabb70@company.com","199 Talal Vista, Multan","Sales","Cashier",27429,"2024-02-27",9,"6589-6405-5890-9587","Active"
1207,"Hussain","Qadeer","Male","35944-6009050-9","0379-3772510","hussain.qadeer3@company.com","126 Yeraz Camp, Rawalpindi","Maintenance","Cleaner",21562,"2021-07-15",5,"8367-8044-7841-1017","Active"
1208,"Khadija","Aalam","Female","44012-7575383-3","0334-5873757","khadija.aalam91@company.com","755 Taheem Gateway, Quetta","Customer Service","Customer Representative",36196,"2023-05-14",9,"9097-3621-2908-6783","Active"
1209,"Sara","Ibrahim","Female","75547-6875734-3","0328-6511185","sara.ibrahim68@company.com","143 Bahaa Prairie, Sialkot","Customer Service","Customer Representative",36943,"2025-07-13",4,"1306-2925-7378-1188","Active"
1210,"Sadia","Majeed","Female","48786-5332943-2","0396-3056195","sadia.majeed40@company.com","665 Majd Udeen Light, Sialkot","Management","Operations Manager",89749,"2025-04-01",9,"5547-4783-6760-2273","Active"
1211,"Omar","Umar","Male","48406-6468426-6","0354-7391949","omar.umar65@company.com","766 Raamiz Street, Islamabad","Administration","Admin Assistant",41634,"2025-07-29",8,"2795-5191-2028-2467","Active"
1212,"Omar","Ubayd","Male","34536-9075703-8","0380-2183860","omar.ubayd98@company.com","981 Lajlaj Well, Quetta","Inventory","Warehouse Worker",27244,"2023-06-23",4,"8369-8758-6905-5554","Active"
